[2026-08-31 20:46:29] OYUN | OnlyVan: merhaba -> Merhaba! Knight Network'e hoş geldin. Sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-12 21:14:54] OYUN | Lxrick: sunucunun ismi nerden aklınıza geldi -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 21:15:55] OYUN | lonewolf: kendı marketıme nasıl esya koyucam -> Kendi dükkanın için spawn'daki pazaryerinden siteden haftalık NPC dükkânı kiralayabilirsin; bu dükkan sen çevrimdışıyken bile 7/24 satış yapar. Başka oyuncuların görebileceği açık artırmaya eşya koymak istiyorsan elimdeki eşyayı /ah sell ile satışa çıkarabilirsin.
[2026-09-12 21:16:10] OYUN | Lxrick: sunucu neden kuruldu -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 21:16:29] OYUN | Lxrick: sunucuyu kim kurdu -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 21:17:23] OYUN | Lxrick: burda bir kişi uyuyunca sabah oluyormu? -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 21:19:12] OYUN | Lxrick: bu sunucu alındımı yoksa oluşturuldumu -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 21:23:52] OYUN | Ebuski: evimin ismini nasıl örenicem -> Evlerini görmek için /ev komutunu yazarak ev menüsünü açabilirsin. Kaydettiğin tüm evler orada görünür.
[2026-09-12 21:23:52] OYUN | lonewolf: esya nssıl satıcaktım -> Eşyalarını satmak için açık artırma sistemi olan /ah komutunu kullanabilirsin. Elindeki eşyayı satmak için /ah sell fiyat yazman yeterlidir. Eşya ve para aynı anda el değiştirir, böylece güvenle ticaret yapabilirsin.
[2026-09-12 22:14:16] OYUN | Xylos_: nasıl dc ye katılırım -> Discord sunucumuza discord.gg/livamc adresinden katılabilirsin. Oyundayken /discord komutunu yazarak da tıklanabilir linke ulaşabilirsin.
[2026-09-12 22:14:52] OYUN | Kaan: para nasıl kazanabilirim -> LivaMC'de para kazanmanın en hızlı ve sermaye istemeyen yolları şunlardır: /gunlukgorev ile her gün belirlenen 3 eşyayı toplayıp satabilir, veya /order sipariş panosundaki diğer oyuncuların taleplerini karşılayabilirsin. Ayrıca /ah ile açık artırmada eşya satabilir, /market üzerinden sunucuya satış yapabilir, madencilik ve mob avıyla seviyeni yükseltip her gece 00:00'da hazineden maaş alabilirsin.
[2026-09-12 22:25:38] OYUN | lonewolf: evı nasıl kayıt edıcem -> Bulunduğun yere ev kaydetmek için /sethome ad komutunu kullanabilirsin. Kaydettiğin eve geri dönmek için /ev ad yazman yeterlidir. Ev menüsünü açmak içinse /ev komutunu yazabilirsin.
[2026-09-12 22:34:31] OYUN | Xylos_: ipeksi dokunus nasıl alıcam -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 22:37:59] OYUN | YusufStyle: /sipariş yazınca eğer bişey verirdek para mı alır -> Sipariş panosunda (/order) bir siparişi sen açıyorsan parayı ödeyen sensin, siparişi tamamlayıp eşyayı getiren sen olursan parayı kazanan sensin. Yani eşya verirsen para alırsın, siparişi açarken ise paran bloke edilir ve eşya gelince alıcıya verilir.
[2026-09-12 22:38:44] OYUN | YusufStyle: gerçek paramı peki -> Hayır, LivaMC tamamen ücretsizdir ve oynamak için gerçek para ödemen gerekmez. Sadece VIP paketleri isteğe bağlı olarak web sitemizden alınabilir, fakat oynamak için zorunlu değildir.
[2026-09-12 22:48:35] OYUN | Xylos_: /r ne -> /r komutu, sana gelen son özel mesaja hızlıca cevap vermeni sağlar. Tekrar /msg yazmak yerine doğrudan /r <mesajın> şeklinde yazarak cevap verebilirsin.
[2026-09-12 22:48:51] OYUN | Xylos_: ne dersin sohbet edelim mi? -> Ben LivaMC Helper'ım, sadece sunucuyla ilgili sorularına yardımcı olabilirim. LivaMC hakkında merak ettiğin bir şey var mı?
[2026-09-12 23:06:29] OYUN | BerkayTE3134: para gönderme -> Başka bir oyuncuya para göndermek için /pay <oyuncu> <miktari> komutunu kullanabilirsin. Para transferinden vergi kesilir, VIP rütbelerinde bu vergi daha düşüktür. Para almayı kapatmak istersen /paytoggle komutunu yazabilirsin.
[2026-09-12 23:20:52] OYUN | FALLCON2748: abc -> Selam! Ben LivaMC Helper. Sana LivaMC sunucusu hakkında nasıl yardımcı olabilirim?
[2026-09-12 23:21:02] OYUN | FALLCON2748: nasılsın bebeğim -> Ben LivaMC Helper, iyiyim teşekkür ederim. Sana LivaMC sunucusuyla ilgili nasıl yardımcı olabilirim?
[2026-09-12 23:21:17] OYUN | FALLCON2748: livamc neden bu kadar kötü -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 23:28:20] OYUN | babapiro: sen malmısın -> LivaMC sunucusu hakkında aklına takılan bir soru varsa sana yardımcı olabilirim.
[2026-09-12 23:40:17] OYUN | MELCANXDR: çldürdüğüm blazeler sayılmıyo -> Öldürdüğün blazeler saatlik yarışta sayılmıyor olabilir; çünkü yarışta spawner ve yumurtadan çıkan moblar sayılmaz. Sadece doğal yolla doğan moblar yarışa etki eder.
[2026-09-12 23:54:59] OYUN | babapiro: şuan sana hile kullanıyorum desem naparsın -> Sunucumuzda hile kullanmak kalıcı yasaklama sebebidir. LivaMC'de X-Ray, fly, killaura gibi hileler yasaktır ve tespiti durumunda hesabın süresiz uzaklaştırılır. Oyunda adil bir ortam için hileye asla izin vermeyiz.
[2026-09-13 00:09:59] OYUN | MELCANXDR: ben şuan spawnerler değişik diye görev yapamıyorum -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 00:10:25] OYUN | MELCANXDR: yetkililer kimler -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 00:38:35] OYUN | lonewolf: nethere nasıl ısınlanıcaz -> Nether'e gitmek için /rtpnether komutunu yazabilir veya /warp menüsünü açarak Nether bölgesini seçebilirsin.
[2026-09-13 00:42:17] OYUN | lonewolf: takımsan nasıl cıkıcaz sohbetten , -> Takımdan ayrılmak için /team leave komutunu yazabilirsin. Savaş etiketin varken takımdan ayrılamazsın, önce savaş durumunun bitmesini beklemelisin.
[2026-09-13 00:43:27] OYUN | lonewolf: chate yazınca bır takımda degılsın dıyor mesajım gıtmıyor -> Takım sohbetine (tc) yazmaya çalışıyorsan, bir takımda olmadığın için mesajın gitmez. Normal sohbeti kullanmak için doğrudan mesajını yazabilirsin; takım sohbeti için önce /team create ile takım kurmalı ya da bir daveti kabul etmelisin.
[2026-09-13 00:47:50] OYUN | lonewolf: mesaj atınca bır takımda degılsın yazıyor -> Takım sohbetine yazabilmek için önce bir takıma katılman veya kurman gerekir. /team create <isim> yazarak takım kurabilir veya bir arkadaşından /team invite ile davet alabilirsin.
[2026-09-13 01:37:08] OYUN | M_SPOWER2204: mizah serbestmi -> Sohbette küfür, hakaret, ırkçılık, cinsiyetçilik, nefret söylemi, aile veya din üzerinden laf atma, taciz, spam ve caps kilidi yasaktır. Mizah yaparken bu kurallara dikkat etmen gerekir.
[2026-09-13 02:06:09] OYUN | M_SPOWER2204: sunucu sahibi kim -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 02:10:30] OYUN | M_SPOWER2204: dünya boyutu neden çok küçük genişliği -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 02:23:00] OYUN | M_SPOWER2204: freecam serbestmi -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 02:27:17] OYUN | Wojno_15: vote verdim bişi gelmedi -> Oy verdikten sonra anahtarın envanterine gelmesi biraz sürebilir, oyunda kısa süre bekleyip tekrar kontrol edebilirsin. Eğer hâlâ gelmediyse, kullandığın kullanıcı adını doğru yazdığından emin ol ve /vote komutu ile oy sitelerini tekrar kontrol et. Bu konuda başka bir sorun yaşarsan Discord sunucumuzdan destek talebi açabilirsin.
[2026-09-13 02:27:43] OYUN | Wojno_15: bişi gelmedi 10 ek oldu -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 03:08:50] OYUN | ClaxRon: tahta kürek nasıl yapılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 03:54:56] OYUN | EmirhanGT: ev konumu belirleme -> Bulunduğun yere ev kaydetmek için /sethome ad komutunu kullanabilirsin. Kaydettiğin eve gitmek için /ev ad yazman yeterlidir. Tüm evlerini görmek için ise /ev komutunu yazarak menüyü açabilirsin.
[2026-09-13 08:06:56] OYUN | KralBurak52: para nasıl kazana bilirim -> Sunucuda para kazanmanın en hızlı yolları günlük görevler (/gunlukgorev) ve sipariş panosudur (/order), ikisi de sermaye istemez. Ayrıca açık artırma (/ah) üzerinden eşya satabilir, /market ile sunucu mağazasına satış yapabilir veya her gece 00:00'da hazineden seviyene göre maaş alabilirsin.
[2026-09-13 08:07:56] OYUN | KralBurak52: çok bug oluyor neden -> Sunucumuzda hata veya açık bulursan bize Discord (discord.gg/livamc) üzerinden bildirebilirsin. Hata istismarı yapmak kalıcı yasaklama sebebidir, ancak hatayı bildirenlere ödül verilir.
[2026-09-13 08:16:12] OYUN | KralBurak52: vergi ne -> LivaMC'de açık artırma ile yapılan satışlardan ve sipariş panosundaki teslimatlardan satıcıdan %5 vergi kesilir. Alıcı her zaman ilandaki fiyatı öder, vergiyi satan taraf öder. Kesilen bu vergiler sunucu hazinesinde toplanır ve her gece 00:00'da seviyene göre maaş olarak oyunculara geri dağıtılır.
[2026-09-13 08:26:18] OYUN | KralBurak52: blok koyamıyom -> Spawn, pazaryeri ve kasa alanında yapı bozma ve blok koyma kapalıdır. Vahşi doğaya ışınlanmak için /rtporman komutunu kullanabilirsin.
[2026-09-13 08:26:39] OYUN | KralBurak52: hayır dünyada koyamıyomm -> LivaMC'de ana dünya, Nether ve End içinde arazi koruma sistemi yoktur. Bu yüzden vahşi doğada yapı kurarken dikkat etmen gerekir; üssünü spawn'dan uzakta kurmalı, yer altına saklamalı ve koordinatlarını kimseye söylememelisin. Üssünü korumak tamamen sana aittir.
[2026-09-13 08:51:59] OYUN | KralBurak52: para. nasıl kazanılır -> Sunucuda para kazanmanın birkaç farklı yolu var. En hızlı yolları günlük görevleri tamamlamak için /gunlukgorev yazmak ve sipariş panosundaki talepleri karşılamak için /order komutunu kullanmaktır; ikisi de sermaye istemez. Ayrıca açık artırma (/ah) üzerinden eşya satabilir, sunucu mağazasına satış yapabilir veya her gece 00:00'da seviyene göre yatan gece maaşını alabilirsin. [CACHE]
[2026-09-13 09:37:54] OYUN | Swight: para versene acill -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. Para kazanmak için /gunlukgorev yapabilir veya /order panosundaki talepleri karşılayabilirsin.
[2026-09-13 09:46:20] OYUN | forkeat: x-ray yasakmı -> Evet, X-Ray kullanmak kalıcı yasaklama sebebidir. Sunucumuzda hile ve yasak modlar kesinlikle yasaktır.
[2026-09-13 09:46:39] OYUN | forkeat: ben mal mıyım -> Böyle düşünme lütfen! LivaMC dünyasında yeniysen her şeyi öğrenmek biraz zaman alabilir, bu çok normal. Sana sunucu hakkında nasıl yardımcı olabilirim?
[2026-09-13 09:46:45] OYUN | SyneRR27: <sesli sohbet var mı :)> -> Evet, mesafeye duyarlı sesli sohbet vardır. Yanındaki oyuncuyu duyarsın, uzaklaştıkça sesin kısılır ve ayrı bir program gerekmez.
[2026-09-13 09:55:50] OYUN | SyneRR27: <x-ray yasak mı> -> Evet, X-Ray kullanmak kesinlikle yasaktır ve kalıcı yasaklama sebebidir. Sunucumuzda hile ve yasak modların kullanımı cezalandırılır.
[2026-09-13 10:11:20] OYUN | Barlas93: ya şimdi ben ben siparişe 560 tanesine 1000 elmas sipariş yapacam gelen elmasï satïp sellde 600 e satıyorum hem kar edecem hemde Satış çarpanım artacak mantıklı mı sellde satacam yani 600 e -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 10:11:43] OYUN | SyneRR27: <peki oyunda bullprigeti modu yani maden ışıklandırma modu kullanılır mı :) -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 10:26:19] OYUN | krall: bu sunucuda kaç tane görev var -> Saatlik yarış için 100 farklı görev havuzu bulunmaktadır. Günlük görevler ise her gün saat 00:00'da 3 rastgele eşya olarak yenilenir.
[2026-09-13 10:31:42] OYUN | adala7: oyuncu marketinde eşya satamıyorum -> Eşyalarını satmak için /ah sell [fiyat] komutunu kullanabilirsin. Eğer sunucu mağazasından bahsediyorsan, oraya her eşya satılamaz; sadece bazı kategorilerde alım yapılır. Pazaryerinde dükkân açmak istiyorsan, site üzerinden (livamc.com) dükkân kiralaman gerekir.
[2026-09-13 10:32:01] OYUN | adala7: bu konuda örnek verir misin -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 10:32:53] OYUN | adala7: nasıl oyuncu marketine eşya satabilirim örnekte verebilir misin -> LivaMC sunucusunda oyunculara eşya satmak için açık artırma komutu olan /ah sell [fiyat] komutunu kullanabilirsin. Örneğin, elindeki bir elması 500 TL'ye satmak için eline alıp /ah sell 500 yazman yeterlidir. Satış gerçekleştiğinde satıcıdan %5 vergi kesilir ve eşya ile para güvenle takas olur. Ayrıca Spawn'daki pazaryerinden dükkân kiralayarak 7/24 satış yapabilirsin.
[2026-09-13 10:34:38] OYUN | adala7: ah sell yapmadna önce ne yapmam gerem -> Açık artırmada satış yapmak için /ah sell [fiyat] komutunu kullanabilirsin. Satmak istediğin eşyayı eline alıp bu komutu yazman yeterlidir. İlan ücreti veya komisyon yoktur, satış gerçekleştiğinde satıcıdan %5 vergi kesilir.
[2026-09-13 10:43:44] OYUN | krall: oy nasıl verilir -> Oy vermek için oyunda /vote yazabilirsin. Karşına çıkan sitelerin linklerine tıklayıp kullanıcı adını girerek oy verebilirsin. Her siteden ayrı ayrı oy verebilir ve her biri için ayrı ödül olarak oy kasası anahtarı kazanırsın.
[2026-09-13 10:46:22] OYUN | MnDark: Maaşımı nasıl artıra bilirim? -> Maaşını artırmak için seviyeni yükseltmen gerekir. Seviyen ne kadar yüksek olursa, gece 00:00'da hazineden alacağın pay o kadar büyür. Madencilik yaparak, mob avlayarak veya günlük görevleri tamamlayarak seviye puanı kazanabilirsin.
[2026-09-13 10:47:01] OYUN | MnDark: Seviyemin ne kadar olduğunu nasıl göre bilirim? -> Seviyeni profilini açarak görebilirsin; oyun içinde /profil komutunu yazman yeterlidir. Seviyen aynı zamanda isminin yanında renkli olarak görünür. Başka bir sorun olursa buradayım!
[2026-09-13 10:50:24] OYUN | MELCANXDR: blaze spawnerleri modlu olduğu için görev yapamıyorum yardımcı olurmu usun, -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 10:50:24] OYUN | KralBurak52: hangi kordinatlarda elmas çıkar -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 10:50:46] OYUN | KralBurak52: elmas nerde çıkar -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 10:53:55] OYUN | 06erenw06: bu oyunda köylü varmı yada köy ? -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 11:00:47] OYUN | 06erenw06: afk kalarak nasıl kristak kazanılıyo -> AFK alanına giderek kristal kazanabilirsin. Bunun için /ewarp afk komutunu yazabilirsin. Alanda kaldığın her dakika hesabına kristal yazılır ama alandan çıkarsan sayaç sıfırlanır. Dakikada kazandığın miktar rütben yükseldikçe artar.
[2026-09-13 11:06:36] OYUN | MnDark: Peki yarışlarda ne ister -> Saatlik yarışlarda enderman avı, ghast avı, blok kırma, eşya üretme, balık tutma, hayvan üretme, iksir kaynatma, büyü yapma, köylü ticareti ve mesafe kat etme gibi 100 farklı görevden biri rastgele seçilir. Ekranının üstünde beliren sürede hedefi en çok yapan yarışmayı kazanır. Hangi görevin aktif olduğunu öğrenmek için /yaris yazabilirsin.
[2026-09-13 11:07:23] OYUN | MnDark: Peki ben meşale üretme yarışında kaçıncı oldum -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 11:07:45] OYUN | MnDark: Galiba 3cü ve ya 4cü oldum ama çok ugrastım -> Eline sağlık, saatlik yarışta veya sezon sıralamasında dereceye girmek büyük emek ister. Sezon sıralamalarında ilk üçe girebilirsen ay sonunda site kredisi ödülü kazanırsın. Çalışmalarının karşılığını almak için /sezon veya /yaris komutlarını kullanabilirsin.
[2026-09-13 11:08:53] OYUN | RaconEmir: spawner kasa anahtarı -> Spandek spawner kasası anahtarını iki yolla alabilirsin. Mağazanın kristal bölümünden kristal ile satın alabilir ya da spawner kasasından çıkarabilirsin. Spawner kasasını açmak için Spawn'daki kasa alanına gidip anahtarına uygun kasaya sağ tıklaman yeterlidir.
[2026-09-13 11:15:52] OYUN | babapro46: gunluk gorev yapıyorum ve bana para vermıyor aynı sekıde ıtem de -> Günlük görevleri tamamladığında ödülün sandık olarak verilir, yani doğrudan para veya eşya yerine /gunlukgorev menüsünden ödül sandığını açman gerekir. Görevleri tamamlayıp sandığını almayı unutma. Bu konuda başka bir sorun yaşarsan Discord'dan destek talebi açabilirsin.
[2026-09-13 11:16:01] OYUN | MnDark: Maaşımın ne kadar olduğunu nasıl ğgrene bilirim? -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 11:16:23] OYUN | MnDark: Maaş saat kaçta veriliyor -> Maaşlar her gece saat 00:00'da hazineden otomatik olarak dağıtılır. Alabilmek için son 24 saat içinde en az 15 dakika aktif oynamış olman yeterlidir.
[2026-09-13 11:35:02] OYUN | RaconEmir: başkasının kaç parası oldugunu nerden gorcem -> Başka oyuncuların ne kadar parası olduğunu görmek için /baltop komutunu yazabilirsin. Bu komut en zengin oyuncuların listesini gösterir.
[2026-09-13 11:43:23] OYUN | RaconEmir: sıralamama nasıl bakcam -> Sıralamalara bakmak için oyun içinde /sezon yazabilirsin. Ayrıca para sıralaması için /baltop, kristal sıralaması için /kristal top komutlarını kullanabilirsin.
[2026-09-13 11:48:20] OYUN | RaconEmir: zümrüt nasıl kaasıcam -> Zümrüt kazarak seviye puanı kazanmak için madencilik yapmalısın. Vahşi doğada zümrüt cevheri kazarak seviye atlayabilir ve maaşını büyütebilirsin. Kazdığın her zümrüt sana 10 puan kazandırır.
[2026-09-13 12:07:24] OYUN | Comeback1202: bir yeri nasıl claimleyecez -> LivaMC'de claim yani arazi koruma sistemi bulunmamaktadır. Kurduğun hiçbir yapı otomatik korunmaz, üssünü saklamak ve savunmak tamamen sana aittir. Üssünü spawn'dan uzağa kurup yer altına gizlemen en güvenli yoludur.
[2026-09-13 12:11:05] OYUN | Comeback1202: event kasa anahtarı nereden açabilirim -> Spawn bölgesindeki kasa alanına giderek elindeki anahtara uygun kasaya sağ tıklayıp açabilirsin. Kasalar bölgesine gitmek için /warp menüsünü kullanabilirsin.
[2026-09-13 12:22:03] OYUN | Xylos_: ya hesap nasıl eslicem kime dm atcam -> Oyun hesabını Discord ile eşlemek için oyunda /hesapesle komutunu yazman yeterli, kimseye DM atmana gerek yok. Bu komut sana özel bir kod verir ve adımları takip ederek hesabını kolayca eşleyebilirsin.
[2026-09-13 12:22:21] OYUN | Comeback1202: bu sunucuda meşale yokmu -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 12:29:59] OYUN | AyiBogan064: oy verdim linkden ama anahter gelmedi -> Oyun verdikten sonra oy kasası anahtarının envanterine gelmesi bazen birkaç dakika sürebilir. Bir süre bekleyip /ah collect komutunu kontrol edebilirsin veya anahtarın envanterine gelip gelmediğine bakabilirsin. Sorun devam ederse Discord sunucumuzdan destek talebi açarak yetkililere bildirebilirsin.
[2026-09-13 12:43:16] OYUN | MnDark: Sunucunun en zengini kim -> Sunucunun en zengin oyuncularını görmek için oyunda /baltop komutunu yazabilirsin. Kristal sıralaması için ise /kristal top komutunu kullanabilirsin.
[2026-09-13 12:47:45] OYUN | Comeback1202: kodu yazan ilk kişiye ne oluyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 12:50:24] OYUN | Barlas93: base dünya sınırına yapmak mantıklımı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 12:50:41] OYUN | Barlas93: üssümü dünya sınırına kuruyummi sence -> Üssünü dünya sınırına kurabilirsin, spawn'dan ne kadar uzak olursan o kadar güvende olursun. LivaMC'de arazi koruması olmadığı için üssünü gizli tutmak en iyi savunma yoludur. Yer altına kurup girişini kapatmayı da unutma.
[2026-09-13 12:50:42] OYUN | MnDark: Ahtan eşyamı nasıl geri ala bilirim -> Açık artırmada süresi dolan eşyalarını geri almak için /ah collect komutunu kullanabilirsin. Eşyaların bu komutla envanterine geri döner.
[2026-09-13 15:22:14] OYUN | lonewolf: ben pazar kıraladım ve sürem bitti eşyalar ne olcak -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 16:06:38] OYUN | alidentis123: sandık kısmı varmı -> Sunucuda eşyalarını güvenle saklayabileceğin ender sandık vardır ve içindeki eşyalar asla çalınamaz. Normal sandıklar ise claim (arazi koruma) sistemi olmadığı için güvenli değildir, bu yüzden üssünü gizli tutman önerilir.
[2026-09-13 16:06:42] OYUN | proxproxpro: 31 çekmek var mı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 16:07:13] OYUN | proxproxpro: benim konuşma banıma aç ması içn rehbere söyle -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 16:07:24] OYUN | proxproxpro: orospu -> Küfür ve hakaret etmek yasaktır. Lütfen sohbet kurallarına uyalım; aksi takdirde susturma veya yasaklama cezası alabilirsin.
[2026-09-13 16:11:46] OYUN | proxproxpro: ben hileyim -> Sunucumuzda hile kullanmak kesinlikle yasaktır ve kalıcı yasaklama sebebidir. X-Ray, fly, killaura gibi hileler kullanan oyuncuların hesapları engellenir. Kurallara uymak istiyorsan /kurallar yazabilirsin.
[2026-09-13 16:12:03] OYUN | proxproxpro: ben xray kullanıyom -> X-Ray kullanmak kesinlikle yasaktır ve kalıcı yasaklama sebebidir. Kurallara uymak ve ceza almamak için hile kullanmayı hemen bırakmalısın. Detaylı kural listesi için /kurallar yazabilirsin.
[2026-09-13 16:12:23] OYUN | proxproxpro: beni banla ben xrayim -> LivaMC'de hile ve X-Ray kullanımı kalıcı yasaklama sebebidir. Yetkili ekibimiz bu durumu fark ettiğinde gerekli cezayı uygulayacaktır. Hile kullanmak yerine emeğinle oynaman her zaman daha iyidir.
[2026-09-13 16:28:38] OYUN | DENIZ123456789: nasıl vote vereceğm -> Oyunda /vote yazarak oy verebileceğin sitelerin linklerini alabilirsin. Linklere tıklayıp oyun içi kullanıcı adını girerek oy verebilir ve her siteden ayrı ayrı oy kasası anahtarı kazanabilirsin.
[2026-09-13 16:32:42] OYUN | proxproxpro: FABE adlı oyuncu killaura kullanıyo -> Hile kullanan oyuncuları kanıtınla (video veya ekran görüntüsüyle) birlikte Discord sunucumuzdan destek talebi açarak yetkililere bildirebilirsin. Cezalar kanıta dayanır.
[2026-09-13 16:34:27] OYUN | proxproxpro: rehberler admin gibi mi -> Rehberler admin değildir, oyunculardan seçilen yardımcı görevlilerdir. Yetkileri oyunculara rehberlik etmek ve sohbet düzenine dikkat etmektir, admin komutlarına sahip değildirler.
[2026-09-13 16:34:47] OYUN | proxproxpro: ama rehber beni susturdu -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 17:17:42] OYUN | adala7: günlük görevleri hepsini tamamlarsam ödül veriyor mh -> Evet, günlük görevlerde 3 eşyayı toplayıp tamamladığında ödül sandığın açılır ve ödülünü alırsın. Ayrıca düzenli yaptıkça kademen yükselir ve eşyaları daha pahalıya satarsın.
[2026-09-13 17:31:17] OYUN | adala7: ağaç soyulmuyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 18:02:26] OYUN | topalcoo: kabak kırıyorum ama yarısa saymıyor -> Saatlik yarışta kendi koyduğun blokları kırmak sayılmaz. Ayrıca yarışın başlaması için sunucuda en az 3 oyuncu olması gerekir. Bu konuda başka bir sorun olursa /yaris yazarak aktif görevi kontrol edebilirsin.
[2026-09-13 18:06:53] OYUN | cikcikholmes: bana arkadaş bulabilirmisin -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 18:07:52] OYUN | cikcikholmes: sunucun çok güzel -> Çok teşekkür ederim! Beğendiğine sevindim, iyi oyunlar dilerim.
[2026-09-13 18:08:54] OYUN | YusufStyle: sell den neden eşya satın alınmıyo -> Sunucumuzda doğrudan /sell komutuyla eşya satışı bulunmuyor. Eşyalarını satmak için açık artırmayı (/ah), sipariş panosunu (/order), günlük görevleri (/gunlukgorev) veya sunucu mağazasını (/market) kullanabilirsin.
[2026-09-13 19:02:27] OYUN | cikcikholmes: xray açabilirm -> Hile ve yasak mod kullanmak kalıcı yasaklama sebebidir; X-Ray açmak kesinlikle yasaktır ve cezası vardır.
[2026-09-13 19:03:00] OYUN | cikcikholmes: xray açılabilirmi -> Hayır, x-ray kullanmak kesinlikle yasaktır ve kalıcı yasaklama sebebidir. Sunucumuzda hile ve yasak modlar konusunda çok katıyız.
[2026-09-13 20:23:43] OYUN | YusufStyle: neden hareket edemiyoruö -> Işınlanma sırasında hareket edersen geri sayım iptal olur. Ekranın ortasındaki sayaç bitene kadar yerinde durman gerekir. Ayrıca /tpa isteği bekliyorsan karşı tarafın kabul etmesini beklemelisin.
[2026-09-13 20:30:22] OYUN | YusufStyle: neden haraket edemiyorum -> Işınlanma sayarken hareket edersen veya hasar alırsan işlem iptal olur; ekranın ortasındaki geri sayım bitene kadar yerinde durman gerekir. Ayrıca /tpa isteği geldiğinde kabul edene kadar bekliyorsan yine hareket etmemelisin. Başka bir sebepten hareket edemiyorsan /spawn yazarak ana meydana dönebilirsin.
[2026-09-13 21:34:13] OYUN | Xylos_: Litematica modu yasak mı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 21:39:48] OYUN | LazUsagi61: vahşialan nasıl bir abacıvawr -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 22:03:12] OYUN | ugur: para nasıl kazanılır -> Sunucuda para kazanmanın birkaç farklı yolu var. En hızlı yolları günlük görevleri tamamlamak için /gunlukgorev yazmak ve sipariş panosundaki talepleri karşılamak için /order komutunu kullanmaktır; ikisi de sermaye istemez. Ayrıca açık artırma (/ah) üzerinden eşya satabilir, sunucu mağazasına satış yapabilir veya her gece 00:00'da seviyene göre yatan gece maaşını alabilirsin. [CACHE]
[2026-09-13 22:06:42] OYUN | ugur: koruma 4 nasıl alınır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-13 22:25:34] OYUN | Xylos_: öldüm ve boşlupa dustum -> Öldüğünde eşyaların yere düşer ama ender sandıktaki eşyaların güvendedir. Ölmek ayrıca seviye puanı kaybettirir, mob, düşme veya boşluk gibi sebeplerle ölürsen -15 puan kaybedersin. Siteden envanter koruma satın alıp aktifleştirdiysen o ölümde eşyaların korunur, fakat etkin değilse eşyalarını maalesef kaybetmiş olursun.
[2026-09-13 22:37:55] OYUN | lonewolf: /ah a nasıl item koyup satıcam -> Elindeki eşyayı açık artırmaya koymak için satmak istediğin eşyayı eline alıp /ah sell [fiyat] yazmalısın. Süresi dolan eşyalarını da /ah collect komutuyla geri alabilirsin. Eşya ve para aynı anda el değiştirdiği için güvenle ticaret yapabilirsin!
